chat_id,condition,message1,message2,sender_id,receiver_id,session_time,segment
GSL_G.1_main_1,exploit,"I'm doing alright, how are you?",im doing good! I've been feeling super tired this week and ready to go home for thanksgiving break,811602,944735,1.9791666666666667,early
GSL_G.1_main_1,exploit,very tired atm wbu,im tired too feeling overwhelmed with work,981044,514869,1.6105666666666667,early
GSL_G.1_main_1,exploit,Hello,hi! how are you!,318029,944735,2.278283333333333,early
GSL_G.1_main_1,exploit,close by,oh cool what highschool did you go to,832427,981044,1.5995,early
GSL_G.1_main_1,exploit,hi!,What's up,636532,318029,1.5271333333333332,early
GSL_G.1_main_1,exploit,"hi! im from newport beach, California! how about you?","Woah thats so far, Im from Alexandria, VA, so NOVA",514869,832427,1.7180666666666666,early
GSL_G.1_main_1,exploit,What's up,nothing much at the moment,318029,636532,2.4953333333333334,early
GSL_G.1_main_1,exploit,hi! how are you,good how are you?,944735,514869,3.0922,early
GSL_G.1_main_1,exploit,how are you?,I'm good! How are you?,811602,318029,1.96495,early
GSL_G.1_main_1,exploit,oh cool what highschool did you go to,Hmm idk how identifiable that makes me,981044,832427,2.2807,early
GSL_G.1_main_1,exploit,Hi!,Hi! How are you?,273563,811602,1.76355,early
GSL_G.1_main_1,exploit,im tired too feeling overwhelmed with work,"i feel that, lots of midterms this week with break coming up",514869,981044,1.97705,early
GSL_G.1_main_1,exploit,"Woah thats so far, Im from Alexandria, VA, so NOVA",ohhh got it thats fun,832427,514869,1.9532166666666664,early
GSL_G.1_main_1,exploit,where are you from?,I'm from Texas!,514869,811602,2.076383333333333,early
GSL_G.1_main_1,exploit,Im great!,I don't really know what we are allowed to talk about that won't identify us,318029,916157,2.4476,early
GSL_G.1_main_1,exploit,Hi! How are you?,Pretty good but a little tired,811602,273563,2.0334833333333333,early
GSL_G.1_main_1,exploit,where are you from?,New Orleans,514869,318029,2.1059666666666668,early
GSL_G.1_main_1,exploit,did you have any classes today?,only one at 11 but im done now so im just relaxing wbu,636532,981044,2.360316666666667,early
GSL_G.1_main_1,exploit,Whyd you choose UVA?,ohhh got it thats fun,832427,514869,1.9532166666666664,early
GSL_G.1_main_1,exploit,ohhh got it thats fun,"Same I have a ton of family that went here inclusing both parents, plus in state school was nice",514869,832427,3.5399833333333333,early
GSL_G.1_main_1,exploit,I'm good! How are you?,"Good! So ready for thanksgiving break, though",318029,811602,3.60685,early
GSL_G.1_main_1,exploit,bodos,I havent had bodos yet this semester,916157,566603,2.255216666666666,early
GSL_G.1_main_1,exploit,"i feel that, lots of midterms this week with break coming up",ya totally i have a lot of exams and tests,981044,514869,2.429666666666667,early
GSL_G.1_main_1,exploit,im doing good! I've been feeling super tired this week and ready to go home for thanksgiving break,That's so real,944735,811602,2.331983333333333,early
GSL_G.1_main_1,exploit,Pretty good but a little tired,about the same! so ready to leave for thanksgiving if I'm honest,273563,811602,2.851783333333333,early
GSL_G.1_main_1,exploit,I'm from Texas!,oh cool!,811602,514869,2.7013333333333334,early
GSL_G.1_main_1,exploit,hi,where are you from?,566603,514869,2.6155166666666667,early
GSL_G.1_main_1,exploit,New Orleans,nice!,318029,514869,2.860983333333333,early
GSL_G.1_main_1,exploit,my parents went here and my sister goes here so lots of family,"Same I have a ton of family that went here inclusing both parents, plus in state school was nice",514869,832427,3.5399833333333333,early
GSL_G.1_main_1,exploit,Where are you from,nice!,318029,514869,2.860983333333333,early
GSL_G.1_main_1,exploit,What about you?,about the same! so ready to leave for thanksgiving if I'm honest,273563,811602,2.851783333333333,early
GSL_G.1_main_1,exploit,why did you choose UVA?,"Same I have a ton of family that went here inclusing both parents, plus in state school was nice",514869,832427,3.5399833333333333,early
GSL_G.1_main_1,exploit,I havent had bodos yet this semester,its really good I like to build my own sandwich but ik a lot of ppl like the breakfast sandwiches,566603,916157,3.30465,early
GSL_G.1_main_1,exploit,Hi,"Hi, how was your day?",318029,832427,2.638533333333333,early
GSL_G.1_main_1,exploit,hi! how are you!,I'm good! How are you,944735,318029,2.6993,early
GSL_G.1_main_1,exploit,Hmm idk how identifiable that makes me,oh ok cool,832427,981044,2.5719833333333333,early
GSL_G.1_main_1,exploit,Hey,hey,318029,566603,2.9906166666666665,early
GSL_G.1_main_1,exploit,That's so real,im luckily leaving tmr bc im going to a concert!,811602,944735,2.9205666666666668,early
GSL_G.1_main_1,exploit,only one at 11 but im done now so im just relaxing wbu,oh thats nice,981044,636532,3.06555,early
GSL_G.1_main_1,exploit,but I went to public school,oh ok cool,832427,981044,2.5719833333333333,early
GSL_G.1_main_1,exploit,ya totally i have a lot of exams and tests,what type of music do you listen to?,514869,981044,3.2990666666666666,early
GSL_G.1_main_1,exploit,Hey!,Hi! where are you from?,318029,981044,11.292266666666666,middle
GSL_G.1_main_1,exploit,I don't really know what we are allowed to talk about that won't identify us,"Me neither, but today I went to class and then spent a lot of time studying",916157,318029,4.035816666666666,early
GSL_G.1_main_1,exploit,nothing much at the moment,Me too! I have an exam Thursday that is taking so much time,636532,318029,3.0371166666666665,early
GSL_G.1_main_1,exploit,I don't leave until next Tuesday and that feels so far away,im luckily leaving tmr bc im going to a concert!,811602,944735,2.9205666666666668,early
GSL_G.1_main_1,exploit,oh ok cool,did you?,981044,832427,2.7200333333333333,early
GSL_G.1_main_1,exploit,Hi!,hi!,273563,566603,3.07725,early
GSL_G.1_main_1,exploit,where are you from?,the east coast,514869,566603,3.2014666666666667,early
GSL_G.1_main_1,exploit,just kind of stressed about getting a lot of work done before break,Me too! I have an exam Thursday that is taking so much time,636532,318029,3.0371166666666665,early
GSL_G.1_main_1,exploit,"Hi, how was your day?","It was alright, how was yours?",832427,318029,3.6245,early
GSL_G.1_main_1,exploit,um what have you done today so far,"Me neither, but today I went to class and then spent a lot of time studying",916157,318029,4.035816666666666,early
GSL_G.1_main_1,exploit,I'm good! How are you,great! excited for thanksgiving,318029,944735,4.7555,early
GSL_G.1_main_1,exploit,oh cool!,Austin! What about you?,514869,811602,3.199933333333333,early
GSL_G.1_main_1,exploit,how about you?,Me too! I have an exam Thursday that is taking so much time,636532,318029,3.0371166666666665,early
GSL_G.1_main_1,exploit,i also went to public school,did you?,981044,832427,2.7200333333333333,early
GSL_G.1_main_1,exploit,did you?,yah i'd say i knew a lot of people coming into uva,832427,981044,3.688616666666667,early
GSL_G.1_main_1,exploit,what part?,Austin! What about you?,514869,811602,3.199933333333333,early
GSL_G.1_main_1,exploit,oh whoops,yah i'd say i knew a lot of people coming into uva,832427,981044,3.688616666666667,early
GSL_G.1_main_1,exploit,hey!,how are you doing?,636532,273563,3.446283333333333,early
GSL_G.1_main_1,exploit,about the same! so ready to leave for thanksgiving if I'm honest,omg same,811602,273563,3.092083333333333,early
GSL_G.1_main_1,exploit,nice!,That's so cool,514869,318029,3.1716333333333333,early
GSL_G.1_main_1,exploit,hi!,"good! a little overwhelmed with school but good, how are you?",636532,514869,3.439966666666667,early
GSL_G.1_main_1,exploit,california,That's so cool,514869,318029,3.1716333333333333,early
GSL_G.1_main_1,exploit,im luckily leaving tmr bc im going to a concert!,omg what concert?,944735,811602,3.3601666666666667,early
GSL_G.1_main_1,exploit,how are you?,"good! a little overwhelmed with school but good, how are you?",636532,514869,3.439966666666667,early
GSL_G.1_main_1,exploit,hey,What's up,566603,318029,3.443783333333333,early
GSL_G.1_main_1,exploit,where are you from?,houston,514869,273563,3.540366666666667,early
GSL_G.1_main_1,exploit,so do you know a lot of people here at UVA?,yah i'd say i knew a lot of people coming into uva,832427,981044,3.688616666666667,early
GSL_G.1_main_1,exploit,Me too! I have an exam Thursday that is taking so much time,UGH that sucks. i have a few papers due this week so i feel you,318029,636532,4.0952,early
GSL_G.1_main_1,exploit,oh thats nice,well at least you get to relax after this,636532,981044,7.5531,early
GSL_G.1_main_1,exploit,hi!,how was your day,566603,273563,4.7587,early
GSL_G.1_main_1,exploit,omg same,"I'm so jealous, I don't get to go home so I can't see mine :(",273563,811602,17.8544,middle
GSL_G.1_main_1,exploit,good how are you?,im super excited for thanksgiving!,514869,944735,13.141816666666667,middle
GSL_G.1_main_1,exploit,That's so cool,"orange county, Newport Beach!",318029,514869,3.584016666666667,early
GSL_G.1_main_1,exploit,Austin! What about you?,oh thats so fun im considering moving there post grad it looks so cool,811602,514869,4.085883333333333,early
GSL_G.1_main_1,exploit,the east coast,oh nice what part,566603,514869,5.6144,early
GSL_G.1_main_1,exploit,Where in Cali?,"orange county, Newport Beach!",318029,514869,3.584016666666667,early
GSL_G.1_main_1,exploit,i can't wait to see my dog,"I'm so jealous, I don't get to go home so I can't see mine :(",273563,811602,17.8544,middle
GSL_G.1_main_1,exploit,what type of music do you listen to?,i love country music,981044,514869,6.553616666666667,early
GSL_G.1_main_1,exploit,Hey,hi!,318029,273563,3.6740666666666666,early
GSL_G.1_main_1,exploit,omg what concert?,Taylor Swift!,811602,944735,3.675283333333333,early
GSL_G.1_main_1,exploit,"good! a little overwhelmed with school but good, how are you?","me too, i have so much to do before we go on break",514869,636532,4.758416666666666,early
GSL_G.1_main_1,exploit,What's up,nothing much,318029,566603,3.91395,early
GSL_G.1_main_1,exploit,how are you doing?,"im okay, just a little stressed trying to get all this work done before we go on break. how about you?",273563,636532,4.49745,early
GSL_G.1_main_1,exploit,tuesdays are always busy for me so i just got out of classes before i joined the zoom,well at least you get to relax after this,636532,981044,7.5531,early
GSL_G.1_main_1,exploit,ya same,haha same whats your favorite show right now?,916157,981044,4.023866666666667,early
GSL_G.1_main_1,exploit,"Same I have a ton of family that went here inclusing both parents, plus in state school was nice",oh totally that is so cool,832427,514869,5.938516666666667,early
GSL_G.1_main_1,exploit,houston,oh nice,273563,514869,3.651133333333333,early
GSL_G.1_main_1,exploit,what about you,oh nice,273563,514869,3.651133333333333,early
GSL_G.1_main_1,exploit,"orange county, Newport Beach!",that sounds so fun. how do you like it?,514869,318029,5.67175,early
GSL_G.1_main_1,exploit,"Good! So ready for thanksgiving break, though",me too! school has been so stressful recently,811602,318029,4.896833333333333,early
GSL_G.1_main_1,exploit,"It was alright, how was yours?","It was ok, pretty boring, what kind of classes did you have",318029,832427,4.178533333333333,early
GSL_G.1_main_1,exploit,I just want to watch tv and do nothing lol,haha same whats your favorite show right now?,916157,981044,4.023866666666667,early
GSL_G.1_main_1,exploit,oh nice,omg cool,514869,273563,3.996366666666667,early
GSL_G.1_main_1,exploit,hi!,What's up,273563,318029,5.7622,early
GSL_G.1_main_1,exploit,Taylor Swift!,"No way, I didn't know she was still performing I feel like she's been on tour for forever!! Where are you seeing her?",944735,811602,4.082416666666667,early
GSL_G.1_main_1,exploit,yah i'd say i knew a lot of people coming into uva,yeah so so many people came from my high school,981044,832427,4.4955,early
GSL_G.1_main_1,exploit,so interesting i feel like most legacy students are from the east coast,oh totally that is so cool,832427,514869,5.938516666666667,early
GSL_G.1_main_1,exploit,did you?,yeah so so many people came from my high school,981044,832427,4.4955,early
GSL_G.1_main_1,exploit,heyy,how are you?,916157,514869,6.4651,early
GSL_G.1_main_1,exploit,"newport beach, California",omg cool,514869,273563,3.996366666666667,early
GSL_G.1_main_1,exploit,heyy,how's this week been so far for you?,916157,636532,5.195583333333333,early
GSL_G.1_main_1,exploit,nothing much,Same here,566603,318029,4.2161,early
GSL_G.1_main_1,exploit,omg cool,i'm not :( my family is meeting me in New York this weekend for a few days and then we are spending thanksgiving back here in Charlottesville so we can be here for the Virginia vs virginia tech football game,273563,514869,4.8578833333333336,early
GSL_G.1_main_1,exploit,haha same whats your favorite show right now?,I'm into so many shows but right now I'm watching Modern Family,981044,916157,4.489033333333333,early
GSL_G.1_main_1,exploit,"Me neither, but today I went to class and then spent a lot of time studying",cool,318029,916157,4.831766666666667,early
GSL_G.1_main_1,exploit,"No way, I didn't know she was still performing I feel like she's been on tour for forever!! Where are you seeing her?",yeah she has she's doing her Latin America part rn so im seeing her in rio,811602,944735,4.384066666666667,early
GSL_G.1_main_1,exploit,oh thats so fun im considering moving there post grad it looks so cool,It's actually the best I love it,514869,811602,4.354,early
GSL_G.1_main_1,exploit,UGH that sucks. i have a few papers due this week so i feel you,a psych class,636532,318029,5.126083333333334,early
GSL_G.1_main_1,exploit,wbu,cool,318029,916157,4.831766666666667,early
GSL_G.1_main_1,exploit,"newport beach, California!",It's actually the best I love it,514869,811602,4.354,early
GSL_G.1_main_1,exploit,what class is the exam for?,a psych class,636532,318029,5.126083333333334,early
GSL_G.1_main_1,exploit,"It was ok, pretty boring, what kind of classes did you have",I had a psych class and an enwr,832427,318029,4.679433333333333,early
GSL_G.1_main_1,exploit,are you going home for thanksgiving break,i'm not :( my family is meeting me in New York this weekend for a few days and then we are spending thanksgiving back here in Charlottesville so we can be here for the Virginia vs virginia tech football game,273563,514869,4.8578833333333336,early
GSL_G.1_main_1,exploit,Same here,good how was urs,318029,566603,5.358666666666666,early
GSL_G.1_main_1,exploit,how was your day,good how was urs,318029,566603,5.358666666666666,early
GSL_G.1_main_1,exploit,It's actually the best I love it,"oh thats so cool! its in southern california, 45 minutes south of LA",811602,514869,5.174916666666666,early
GSL_G.1_main_1,exploit,yeah she has she's doing her Latin America part rn so im seeing her in rio,...,944735,811602,4.72545,early
GSL_G.1_main_1,exploit,What part of California is that?,"oh thats so cool! its in southern california, 45 minutes south of LA",811602,514869,5.174916666666666,early
GSL_G.1_main_1,exploit,I'm into so many shows but right now I'm watching Modern Family,not anything particulary rn but one of my favorites is regular show,916157,981044,5.0996,early
GSL_G.1_main_1,exploit,yeah so so many people came from my high school,"i like to play sports, fashion, hangout w friends, ya know",832427,981044,5.6725666666666665,early
GSL_G.1_main_1,exploit,"im okay, just a little stressed trying to get all this work done before we go on break. how about you?",yeah that's fair. i have one essay that i've been procrastinating way too much,636532,273563,5.206366666666667,early
GSL_G.1_main_1,exploit,i see them allll the time,"i like to play sports, fashion, hangout w friends, ya know",832427,981044,5.6725666666666665,early
GSL_G.1_main_1,exploit,I'm not great with geography in that area,"oh thats so cool! its in southern california, 45 minutes south of LA",811602,514869,5.174916666666666,early
GSL_G.1_main_1,exploit,r u watching anything good right now,not anything particulary rn but one of my favorites is regular show,916157,981044,5.0996,early
GSL_G.1_main_1,exploit,I had a psych class and an enwr,oh fun i have my enwr next semester and im not looking forward to it :/,318029,832427,5.215483333333333,early
GSL_G.1_main_1,exploit,...,I am so so so excited,811602,944735,4.973433333333333,early
GSL_G.1_main_1,exploit,what kind of things are you interested in,"i like to play sports, fashion, hangout w friends, ya know",832427,981044,5.6725666666666665,early
GSL_G.1_main_1,exploit,great! excited for thanksgiving,me too! are you going home?,944735,318029,5.416683333333333,early
GSL_G.1_main_1,exploit,"me too, i have so much to do before we go on break",same it is brutal,636532,514869,5.4763,early
GSL_G.1_main_1,exploit,how was your day,good how was urs,273563,566603,5.433866666666667,early
GSL_G.1_main_1,exploit,that's SO COOL,I am so so so excited,811602,944735,4.973433333333333,early
GSL_G.1_main_1,exploit,cool,sounds like a relaxing day mostly,916157,318029,6.560066666666667,early
GSL_G.1_main_1,exploit,i'm not :( my family is meeting me in New York this weekend for a few days and then we are spending thanksgiving back here in Charlottesville so we can be here for the Virginia vs virginia tech football game,that's nice that you'll still be with your family. i'm going home but only for like 72 hours to come back for the tech game too,514869,273563,6.232433333333334,early
GSL_G.1_main_1,exploit,me too! school has been so stressful recently,I can't even begin to tell you how upset I am that we have to come back for finals,318029,811602,5.949133333333333,early
GSL_G.1_main_1,exploit,are you?,that's nice that you'll still be with your family. i'm going home but only for like 72 hours to come back for the tech game too,514869,273563,6.232433333333334,early
GSL_G.1_main_1,exploit,I am so so so excited,will it be your first time there or have you been to rio before?,944735,811602,5.089683333333333,early
GSL_G.1_main_1,exploit,will it be your first time there or have you been to rio before?,I've been to Brazil before bc my dad was born there but I haven't been to rio,811602,944735,5.349066666666666,early
GSL_G.1_main_1,exploit,not anything particulary rn but one of my favorites is regular show,hmm I'v never heard of that I'll have to check it out,981044,916157,5.64305,early
GSL_G.1_main_1,exploit,I went to class and watched a lot of tv lol,sounds like a relaxing day mostly,916157,318029,6.560066666666667,early
GSL_G.1_main_1,exploit,a psych class,i think it will! the prep for an exam is so much worse than actually taking it for me,318029,636532,6.072033333333334,early
GSL_G.1_main_1,exploit,"oh thats so cool! its in southern california, 45 minutes south of LA",oh ok ok I feel like I know people who live around there,514869,811602,5.515816666666667,early
GSL_G.1_main_1,exploit,how's this week been so far for you?,pretty good I'm on vacation mode even tho I have a test on Thursday so that's not good lol,636532,916157,6.2105,early
GSL_G.1_main_1,exploit,yeah that's fair. i have one essay that i've been procrastinating way too much,me too lol. it was assigned over two weeks ago but i have just not been motivated to get started on it. what class is yours for?,273563,636532,6.53835,early
GSL_G.1_main_1,exploit,but hopefully it goes well!,i think it will! the prep for an exam is so much worse than actually taking it for me,318029,636532,6.072033333333334,early
GSL_G.1_main_1,exploit,oh fun i have my enwr next semester and im not looking forward to it :/,mine was great so there's def hope that yours will be fun too,832427,318029,6.271416666666667,early
GSL_G.1_main_1,exploit,Orange County,oh ok ok I feel like I know people who live around there,514869,811602,5.515816666666667,early
GSL_G.1_main_1,exploit,I've been to Brazil before bc my dad was born there but I haven't been to rio,oh yeah because its summer down there,944735,811602,6.757583333333334,early
GSL_G.1_main_1,exploit,good how was urs,"it was alright, pretty boring",566603,318029,5.9559,early
GSL_G.1_main_1,exploit,me too! are you going home?,yes I am! I can't wait to see my friends and family,318029,944735,6.212133333333333,early
GSL_G.1_main_1,exploit,good how was urs,pretty good but i'm so tired omg,566603,273563,7.30115,early
GSL_G.1_main_1,exploit,same it is brutal,what all are you working on?,514869,636532,7.17475,early
GSL_G.1_main_1,exploit,oh ok ok I feel like I know people who live around there,ya it is awesome i love it,811602,514869,5.7725333333333335,early
GSL_G.1_main_1,exploit,that area is beautiful,ya it is awesome i love it,811602,514869,5.7725333333333335,early
GSL_G.1_main_1,exploit,hmm I'v never heard of that I'll have to check it out,no way regular show is a classic,916157,981044,5.990583333333333,early
GSL_G.1_main_1,exploit,that sounds so fun. how do you like it?,i love it its the best place ever,318029,514869,10.535083333333333,middle
GSL_G.1_main_1,exploit,"i like to play sports, fashion, hangout w friends, ya know",yeah all that fun stuff too,981044,832427,5.943966666666666,early
GSL_G.1_main_1,exploit,its going to be crazy hot though so its def going to be a big change from here,oh yeah because its summer down there,944735,811602,6.757583333333334,early
GSL_G.1_main_1,exploit,wbu,yeah all that fun stuff too,981044,832427,5.943966666666666,early
GSL_G.1_main_1,exploit,like 100 degrees,oh yeah because its summer down there,944735,811602,6.757583333333334,early
GSL_G.1_main_1,exploit,What's up,not much. what about you,318029,273563,6.6119,early
GSL_G.1_main_1,exploit,ya it is awesome i love it,what's your major?,514869,811602,6.304716666666667,early
GSL_G.1_main_1,exploit,oh totally that is so cool,thats so cool what do you miss most from the west coast,514869,832427,6.8883833333333335,early
GSL_G.1_main_1,exploit,yeah all that fun stuff too,mostly basketball but I like other sports like football and baseball,832427,981044,6.695833333333334,early
GSL_G.1_main_1,exploit,I can't even begin to tell you how upset I am that we have to come back for finals,"Me too, they are so soon after break too",811602,318029,7.701916666666666,early
GSL_G.1_main_1,exploit,"it was alright, pretty boring",same,318029,566603,6.58565,early
GSL_G.1_main_1,exploit,no way regular show is a classic,cool!,981044,916157,7.75745,early
GSL_G.1_main_1,exploit,what sports?,mostly basketball but I like other sports like football and baseball,832427,981044,6.695833333333334,early
GSL_G.1_main_1,exploit,i think it will! the prep for an exam is so much worse than actually taking it for me,Really? That's def me for some classes but not all of them,636532,318029,8.078083333333334,early
GSL_G.1_main_1,exploit,ya my mom went here but she grew up in virginia,thats so cool what do you miss most from the west coast,514869,832427,6.8883833333333335,early
GSL_G.1_main_1,exploit,used to watch it all the time as a kid,cool!,981044,916157,7.75745,early
GSL_G.1_main_1,exploit,and my dad also came from newport beach,thats so cool what do you miss most from the west coast,514869,832427,6.8883833333333335,early
GSL_G.1_main_1,exploit,pretty good I'm on vacation mode even tho I have a test on Thursday so that's not good lol,YAY thats so nice! i have a discussion on friday morning and then im on my way home too,916157,636532,8.9347,early
GSL_G.1_main_1,exploit,yes I am! I can't wait to see my friends and family,Me too!,944735,318029,8.227933333333333,early
GSL_G.1_main_1,exploit,that's nice that you'll still be with your family. i'm going home but only for like 72 hours to come back for the tech game too,"ya it will be good to be with my family! oh nice, i am excited hopefully there is a good turnout",273563,514869,10.886266666666666,middle
GSL_G.1_main_1,exploit,mine was great so there's def hope that yours will be fun too,was it one of the culture ones or the sciency ones,318029,832427,6.576716666666667,early
GSL_G.1_main_1,exploit,what about you/,Me too!,944735,318029,8.227933333333333,early
GSL_G.1_main_1,exploit,what's your major?,i think i want to major in media studies,811602,514869,6.7404,early
GSL_G.1_main_1,exploit,and they met here and then moved back to california for my dads job,thats so cool what do you miss most from the west coast,514869,832427,6.8883833333333335,early
GSL_G.1_main_1,exploit,I go home Friday! so excited!,YAY thats so nice! i have a discussion on friday morning and then im on my way home too,916157,636532,8.9347,early
GSL_G.1_main_1,exploit,how are you?,pretty good I'm excited for break!,514869,916157,6.8140833333333335,early
GSL_G.1_main_1,exploit,what about you,YAY thats so nice! i have a discussion on friday morning and then im on my way home too,916157,636532,8.9347,early
GSL_G.1_main_1,exploit,me too lol. it was assigned over two weeks ago but i have just not been motivated to get started on it. what class is yours for?,abnormal psych,636532,273563,6.8772166666666665,early
GSL_G.1_main_1,exploit,i love country music,i listen to mostly rap and r&b,514869,981044,7.057616666666667,early
GSL_G.1_main_1,exploit,sounds like a relaxing day mostly,ya lmao,318029,916157,7.021533333333333,early
GSL_G.1_main_1,exploit,was it one of the culture ones or the sciency ones,"I would say more cultural I guess, its about race and social justice in america",832427,318029,7.293616666666667,early
GSL_G.1_main_1,exploit,same,me too! ru going home,566603,318029,7.44595,early
GSL_G.1_main_1,exploit,what do you listen to?,i listen to mostly rap and r&b,514869,981044,7.057616666666667,early
GSL_G.1_main_1,exploit,not much. what about you,Nothing much. I'm so tired,273563,318029,8.432583333333334,early
GSL_G.1_main_1,exploit,ready for thanksgiving break,me too! ru going home,566603,318029,7.44595,early
GSL_G.1_main_1,exploit,mostly basketball but I like other sports like football and baseball,"yeah i used to play field hockey in high school, but now mostly run and go to the gym, more basic stuff",981044,832427,7.419083333333333,early
GSL_G.1_main_1,exploit,Hi!,Hi! where are you from?,944735,981044,11.06445,middle
GSL_G.1_main_1,exploit,i think i want to major in media studies,oooooo that's so cool,514869,811602,7.14015,early
GSL_G.1_main_1,exploit,oh yeah because its summer down there,im only staying for about 2 or 3 days bc I want to go home before Thanksgiving but maybe ill go to the beach if it isnt crazy hot,811602,944735,7.384416666666667,early
GSL_G.1_main_1,exploit,do you have tests coming up?,ya lmao,318029,916157,7.021533333333333,early
GSL_G.1_main_1,exploit,do you like any sports?,"yeah i used to play field hockey in high school, but now mostly run and go to the gym, more basic stuff",981044,832427,7.419083333333333,early
GSL_G.1_main_1,exploit,with a minor in general business,oooooo that's so cool,514869,811602,7.14015,early
GSL_G.1_main_1,exploit,pretty good I'm excited for break!,good! im excited for break too i need a break from work,916157,514869,7.096633333333333,early
GSL_G.1_main_1,exploit,wbu,good! im excited for break too i need a break from work,916157,514869,7.096633333333333,early
GSL_G.1_main_1,exploit,how about you?,oooooo that's so cool,514869,811602,7.14015,early
GSL_G.1_main_1,exploit,abnormal psych,oh that's cool! im in that class too. i meant to do the extra credit papers but then i forgot lol,273563,636532,7.6269,early
GSL_G.1_main_1,exploit,thats so cool what do you miss most from the west coast,i live like 5 minutes from the ocean,832427,514869,7.337783333333333,early
GSL_G.1_main_1,exploit,what else do you think you'll do while youre there?,im only staying for about 2 or 3 days bc I want to go home before Thanksgiving but maybe ill go to the beach if it isnt crazy hot,811602,944735,7.384416666666667,early
GSL_G.1_main_1,exploit,ya lmao,me too! I need to study so much,916157,318029,9.131266666666669,early
GSL_G.1_main_1,exploit,i listen to mostly rap and r&b,oh cool!,981044,514869,7.164416666666667,early
GSL_G.1_main_1,exploit,it's really interesting but i just don't want to do it,oh that's cool! im in that class too. i meant to do the extra credit papers but then i forgot lol,273563,636532,7.6269,early
GSL_G.1_main_1,exploit,good! im excited for break too i need a break from work,fr,514869,916157,7.409516666666667,early
GSL_G.1_main_1,exploit,oooooo that's so cool,oh nice that is really cool,811602,514869,8.524033333333334,early
